current mass in position 19,x_c,x_f
43.722,46.502,46
43.723,46.502,46
43.724,46.502,46
43.725,46.502,46
43.726,46.502,46
43.727,46.502,46
43.728,46.502,46
43.729,46.502,46
43.73,46.502,46
43.731,46.502,46
43.732,46.502,46
43.733,46.501,46
43.734,46.501,46
43.735,46.501,46
43.736,46.501,46
43.737,46.501,46
43.738,46.501,46
43.739,46.501,46
43.74,46.501,46
43.741,46.501,46
43.742,46.501,46
43.743,46.501,46
43.744,46.501,46
43.745,46.501,46
43.746,46.501,46
43.747,46.501,46
43.748,46.501,46
43.749,46.501,46
43.75,46.501,46
43.751,46.501,46
43.752,46.501,46
43.753,46.501,46
43.754,46.5,46
43.755,46.5,46
43.756,46.5,46
43.757,46.5,46
43.758,46.5,46
43.759,46.5,46
43.76,46.5,46
43.761,46.5,46
43.762,46.5,46
43.763,46.5,46
43.764,46.5,46
43.765,46.5,46
43.766,46.5,46
43.767,46.5,46
43.768,46.5,46
43.769,46.5,46
43.77,46.5,46
43.771,46.5,46
43.772,46.5,46
43.773,46.5,46
43.774,46.499,46
43.775,46.499,46
43.776,46.499,46
43.777,46.499,46
43.778,46.499,46
43.779,46.499,46
43.78,46.499,46
43.781,46.499,46
43.782,46.499,46
43.783,46.499,46
43.784,46.499,46
43.785,46.499,46
43.786,46.499,46
43.787,46.499,46
43.788,46.499,46
43.789,46.499,46
43.79,46.499,46
43.791,46.499,46
43.792,46.499,46
43.793,46.499,46
43.794,46.499,46
43.795,46.498,46
43.796,46.498,46
43.797,46.498,46
43.798,46.498,46
43.799,46.498,46
43.8,46.498,46
43.801,46.498,46
43.802,46.498,46
43.803,46.498,46
43.804,46.498,46
43.805,46.498,46
43.806,46.498,46
43.807,46.498,46
43.808,46.498,46
43.809,46.498,46
43.81,46.498,46
43.811,46.498,46
43.812,46.498,46
43.813,46.498,46
43.814,46.498,46
43.815,46.497,46
43.816,46.497,46
43.817,46.497,46
43.818,46.497,46
43.819,46.497,46
43.82,46.497,46
43.821,46.497,46
43.822,46.497,46
43.823,46.497,46
43.824,46.497,46
43.825,46.497,46
43.826,46.497,46
43.827,46.497,46
43.828,46.497,46
43.829,46.497,46
43.83,46.497,46
43.831,46.497,46
43.832,46.497,46
43.833,46.497,46
43.834,46.497,46
43.835,46.497,46
43.836,46.496,46
43.837,46.496,46
43.838,46.496,46
43.839,46.496,46
43.84,46.496,46
43.841,46.496,46
43.842,46.496,46
43.843,46.496,46
43.844,46.496,46
43.845,46.496,46
43.846,46.496,46
43.847,46.496,46
43.848,46.496,46
43.849,46.496,46
43.85,46.496,46
43.851,46.496,46
43.852,46.496,46
43.853,46.496,46
43.854,46.496,46
43.855,46.496,46
43.856,46.496,46
43.857,46.495,46
43.858,46.495,46
43.859,46.495,46
43.86,46.495,46
43.861,46.495,46
43.862,46.495,46
43.863,46.495,46
43.864,46.495,46
43.865,46.495,46
43.866,46.495,46
43.867,46.495,46
43.868,46.495,46
43.869,46.495,46
43.87,46.495,46
43.871,46.495,46
43.872,46.495,46
43.873,46.495,46
43.874,46.495,46
43.875,46.495,46
43.876,46.495,46
43.877,46.494,46
43.878,46.494,46
43.879,46.494,46
43.88,46.494,46
43.881,46.494,46
43.882,46.494,46
43.883,46.494,46
43.884,46.494,46
43.885,46.494,46
43.886,46.494,46
43.887,46.494,46
43.888,46.494,46
43.889,46.494,46
43.89,46.494,46
43.891,46.494,46
43.892,46.494,46
43.893,46.494,46
43.894,46.494,46
43.895,46.494,46
43.896,46.494,46
43.897,46.494,46
43.898,46.493,46
43.899,46.493,46
43.9,46.493,46
43.901,46.493,46
43.902,46.493,46
43.903,46.493,46
43.904,46.493,46
43.905,46.493,46
43.906,46.493,46
43.907,46.493,46
43.908,46.493,46
43.909,46.493,46
43.91,46.493,46
43.911,46.493,46
43.912,46.493,46
43.913,46.493,46
43.914,46.493,46
43.915,46.493,46
43.916,46.493,46
43.917,46.493,46
43.918,46.492,46
43.919,46.492,46
43.92,46.492,46
43.921,46.492,46
43.922,46.492,46
43.923,46.492,46
43.924,46.492,46
43.925,46.492,46
43.926,46.492,46
43.927,46.492,46
43.928,46.492,46
43.929,46.492,46
43.93,46.492,46
43.931,46.492,46
43.932,46.492,46
43.933,46.492,46
43.934,46.492,46
43.935,46.492,46
43.936,46.492,46
43.937,46.492,46
43.938,46.492,46
43.939,46.491,46
43.94,46.491,46
43.941,46.491,46
43.942,46.491,46
43.943,46.491,46
43.944,46.491,46
43.945,46.491,46
43.946,46.491,46
43.947,46.491,46
43.948,46.491,46
43.949,46.491,46
43.95,46.491,46
43.951,46.491,46
43.952,46.491,46
43.953,46.491,46
43.954,46.491,46
43.955,46.491,46
43.956,46.491,46
43.957,46.491,46
43.958,46.491,46
43.959,46.49,46
43.96,46.49,46
43.961,46.49,46
43.962,46.49,46
43.963,46.49,46
43.964,46.49,46
43.965,46.49,46
43.966,46.49,46
43.967,46.49,46
43.968,46.49,46
43.969,46.49,46
43.97,46.49,46
43.971,46.49,46
43.972,46.49,46
43.973,46.49,46
43.974,46.49,46
43.975,46.49,46
43.976,46.49,46
43.977,46.49,46
43.978,46.49,46
43.979,46.49,46
43.98,46.489,46
43.981,46.489,46
43.982,46.489,46
43.983,46.489,46
43.984,46.489,46
43.985,46.489,46
43.986,46.489,46
43.987,46.489,46
43.988,46.489,46
43.989,46.489,46
43.99,46.489,46
43.991,46.489,46
43.992,46.489,46
43.993,46.489,46
43.994,46.489,46
43.995,46.489,46
43.996,46.489,46
43.997,46.489,46
43.998,46.489,46
43.999,46.489,46
44.0,46.488,46
44.001,46.488,46
44.002,46.488,46
44.003,46.488,46
44.004,46.488,46
44.005,46.488,46
44.006,46.488,46
44.007,46.488,46
44.008,46.488,46
44.009,46.488,46
44.01,46.488,46
44.011,46.488,46
44.012,46.488,46
44.013,46.488,46
44.014,46.488,46
44.015,46.488,46
44.016,46.488,46
44.017,46.488,46
44.018,46.488,46
44.019,46.488,46
44.02,46.488,46
44.021,46.487,46
44.022,46.487,46
44.023,46.487,46
44.024,46.487,46
44.025,46.487,46
44.026,46.487,46
44.027,46.487,46
44.028,46.487,46
44.029,46.487,46
44.03,46.487,46
44.031,46.487,46
44.032,46.487,46
44.033,46.487,46
44.034,46.487,46
44.035,46.487,46
44.036,46.487,46
44.037,46.487,46
44.038,46.487,46
44.039,46.487,46
44.04,46.487,46
44.041,46.487,46
44.042,46.486,46
44.043,46.486,46
44.044,46.486,46
44.045,46.486,46
44.046,46.486,46
44.047,46.486,46
44.048,46.486,46
44.049,46.486,46
44.05,46.486,46
44.051,46.486,46
44.052,46.486,46
44.053,46.486,46
44.054,46.486,46
44.055,46.486,46
44.056,46.486,46
44.057,46.486,46
44.058,46.486,46
44.059,46.486,46
44.06,46.486,46
44.061,46.486,46
44.062,46.485,46
44.063,46.485,46
44.064,46.485,46
44.065,46.485,46
44.066,46.485,46
44.067,46.485,46
44.068,46.485,46
44.069,46.485,46
44.07,46.485,46
44.071,46.485,46
44.072,46.485,46
44.073,46.485,46
44.074,46.485,46
44.075,46.485,46
44.076,46.485,46
44.077,46.485,46
44.078,46.485,46
44.079,46.485,46
44.08,46.485,46
44.081,46.485,46
44.082,46.485,46
44.083,46.484,46
44.084,46.484,46
44.085,46.484,46
44.086,46.484,46
44.087,46.484,46
44.088,46.484,46
44.089,46.484,46
44.09,46.484,46
44.091,46.484,46
44.092,46.484,46
44.093,46.484,46
44.094,46.484,46
44.095,46.484,46
44.096,46.484,46
44.097,46.484,46
44.098,46.484,46
44.099,46.484,46
44.1,46.484,46
44.101,46.484,46
44.102,46.484,46
44.103,46.483,46
44.104,46.483,46
44.105,46.483,46
44.106,46.483,46
44.107,46.483,46
44.108,46.483,46
44.109,46.483,46
44.11,46.483,46
44.111,46.483,46
44.112,46.483,46
44.113,46.483,46
44.114,46.483,46
44.115,46.483,46
44.116,46.483,46
44.117,46.483,46
44.118,46.483,46
44.119,46.483,46
44.12,46.483,46
44.121,46.483,46
44.122,46.483,46
44.123,46.483,46
44.124,46.482,46
44.125,46.482,46
44.126,46.482,46
44.127,46.482,46
44.128,46.482,46
44.129,46.482,46
44.13,46.482,46
44.131,46.482,46
44.132,46.482,46
44.133,46.482,46
44.134,46.482,46
44.135,46.482,46
44.136,46.482,46
44.137,46.482,46
44.138,46.482,46
44.139,46.482,46
44.14,46.482,46
44.141,46.482,46
44.142,46.482,46
44.143,46.482,46
44.144,46.481,46
44.145,46.481,46
44.146,46.481,46
44.147,46.481,46
44.148,46.481,46
44.149,46.481,46
44.15,46.481,46
44.151,46.481,46
44.152,46.481,46
44.153,46.481,46
44.154,46.481,46
44.155,46.481,46
44.156,46.481,46
44.157,46.481,46
44.158,46.481,46
44.159,46.481,46
44.16,46.481,46
44.161,46.481,46
44.162,46.481,46
44.163,46.481,46
44.164,46.481,46
44.165,46.48,46
44.166,46.48,46
44.167,46.48,46
44.168,46.48,46
44.169,46.48,46
44.17,46.48,46
44.171,46.48,46
44.172,46.48,46
44.173,46.48,46
44.174,46.48,46
44.175,46.48,46
44.176,46.48,46
44.177,46.48,46
44.178,46.48,46
44.179,46.48,46
44.18,46.48,46
44.181,46.48,46
44.182,46.48,46
44.183,46.48,46
44.184,46.48,46
44.185,46.479,46
44.186,46.479,46
44.187,46.479,46
44.188,46.479,46
44.189,46.479,46
44.19,46.479,46
44.191,46.479,46
44.192,46.479,46
44.193,46.479,46
44.194,46.479,46
44.195,46.479,46
44.196,46.479,46
44.197,46.479,46
44.198,46.479,46
44.199,46.479,46
44.2,46.479,46
44.201,46.479,46
44.202,46.479,46
44.203,46.479,46
44.204,46.479,46
44.205,46.479,46
44.206,46.478,46
44.207,46.478,46
44.208,46.478,46
44.209,46.478,46
44.21,46.478,46
44.211,46.478,46
44.212,46.478,46
44.213,46.478,46
44.214,46.478,46
44.215,46.478,46
44.216,46.478,46
44.217,46.478,46
44.218,46.478,46
44.219,46.478,46
44.22,46.478,46
44.221,46.478,46
44.222,46.478,46
44.223,46.478,46
44.224,46.478,46
44.225,46.478,46
44.226,46.478,46
44.227,46.477,46
44.228,46.477,46
44.229,46.477,46
44.23,46.477,46
44.231,46.477,46
44.232,46.477,46
44.233,46.477,46
44.234,46.477,46
44.235,46.477,46
44.236,46.477,46
44.237,46.477,46
44.238,46.477,46
44.239,46.477,46
44.24,46.477,46
44.241,46.477,46
44.242,46.477,46
44.243,46.477,46
44.244,46.477,46
44.245,46.477,46
44.246,46.477,46
44.247,46.476,46
44.248,46.476,46
44.249,46.476,46
44.25,46.476,46
44.251,46.476,46
44.252,46.476,46
44.253,46.476,46
44.254,46.476,46
44.255,46.476,46
44.256,46.476,46
44.257,46.476,46
44.258,46.476,46
44.259,46.476,46
44.26,46.476,46
44.261,46.476,46
44.262,46.476,46
44.263,46.476,46
44.264,46.476,46
44.265,46.476,46
44.266,46.476,46
44.267,46.476,46
44.268,46.475,46
44.269,46.475,46
44.27,46.475,46
44.271,46.475,46
44.272,46.475,46
44.273,46.475,46
44.274,46.475,46
44.275,46.475,46
44.276,46.475,46
44.277,46.475,46
44.278,46.475,46
44.279,46.475,46
44.28,46.475,46
44.281,46.475,46
44.282,46.475,46
44.283,46.475,46
44.284,46.475,46
44.285,46.475,46
44.286,46.475,46
44.287,46.475,46
44.288,46.474,46
44.289,46.474,46
44.29,46.474,46
44.291,46.474,46
44.292,46.474,46
44.293,46.474,46
44.294,46.474,46
44.295,46.474,46
44.296,46.474,46
44.297,46.474,46
44.298,46.474,46
44.299,46.474,46
44.3,46.474,46
44.301,46.474,46
44.302,46.474,46
44.303,46.474,46
44.304,46.474,46
44.305,46.474,46
44.306,46.474,46
44.307,46.474,46
44.308,46.474,46
44.309,46.473,46
44.31,46.473,46
44.311,46.473,46
44.312,46.473,46
44.313,46.473,46
44.314,46.473,46
44.315,46.473,46
44.316,46.473,46
44.317,46.473,46
44.318,46.473,46
44.319,46.473,46
44.32,46.473,46
44.321,46.473,46
44.322,46.473,46
44.323,46.473,46
44.324,46.473,46
44.325,46.473,46
44.326,46.473,46
44.327,46.473,46
44.328,46.473,46
44.329,46.472,46
44.33,46.472,46
44.331,46.472,46
44.332,46.472,46
44.333,46.472,46
44.334,46.472,46
44.335,46.472,46
44.336,46.472,46
44.337,46.472,46
44.338,46.472,46
44.339,46.472,46
44.34,46.472,46
44.341,46.472,46
44.342,46.472,46
44.343,46.472,46
44.344,46.472,46
44.345,46.472,46
44.346,46.472,46
44.347,46.472,46
44.348,46.472,46
44.349,46.472,46
44.35,46.471,46
44.351,46.471,46
44.352,46.471,46
44.353,46.471,46
44.354,46.471,46
44.355,46.471,46
44.356,46.471,46
44.357,46.471,46
44.358,46.471,46
44.359,46.471,46
44.36,46.471,46
44.361,46.471,46
44.362,46.471,46
44.363,46.471,46
44.364,46.471,46
44.365,46.471,46
44.366,46.471,46
44.367,46.471,46
44.368,46.471,46
44.369,46.471,46
44.37,46.471,46
44.371,46.47,46
44.372,46.47,46
44.373,46.47,46
44.374,46.47,46
44.375,46.47,46
44.376,46.47,46
44.377,46.47,46
44.378,46.47,46
44.379,46.47,46
44.38,46.47,46
44.381,46.47,46
44.382,46.47,46
44.383,46.47,46
44.384,46.47,46
44.385,46.47,46
44.386,46.47,46
44.387,46.47,46
44.388,46.47,46
44.389,46.47,46
44.39,46.47,46
44.391,46.469,46
44.392,46.469,46
44.393,46.469,46
44.394,46.469,46
44.395,46.469,46
44.396,46.469,46
44.397,46.469,46
44.398,46.469,46
44.399,46.469,46
44.4,46.469,46
44.401,46.469,46
44.402,46.469,46
44.403,46.469,46
44.404,46.469,46
44.405,46.469,46
44.406,46.469,46
44.407,46.469,46
44.408,46.469,46
44.409,46.469,46
44.41,46.469,46
44.411,46.469,46
44.412,46.468,46
44.413,46.468,46
44.414,46.468,46
44.415,46.468,46
44.416,46.468,46
44.417,46.468,46
44.418,46.468,46
44.419,46.468,46
44.42,46.468,46
44.421,46.468,46
44.422,46.468,46
44.423,46.468,46
44.424,46.468,46
44.425,46.468,46
44.426,46.468,46
44.427,46.468,46
44.428,46.468,46
44.429,46.468,46
44.43,46.468,46
44.431,46.468,46
44.432,46.467,46
44.433,46.467,46
44.434,46.467,46
44.435,46.467,46
44.436,46.467,46
44.437,46.467,46
44.438,46.467,46
44.439,46.467,46
44.44,46.467,46
44.441,46.467,46
44.442,46.467,46
44.443,46.467,46
44.444,46.467,46
44.445,46.467,46
44.446,46.467,46
44.447,46.467,46
44.448,46.467,46
44.449,46.467,46
44.45,46.467,46
44.451,46.467,46
44.452,46.467,46
44.453,46.466,46
44.454,46.466,46
44.455,46.466,46
44.456,46.466,46
44.457,46.466,46
44.458,46.466,46
44.459,46.466,46
44.46,46.466,46
44.461,46.466,46
44.462,46.466,46
44.463,46.466,46
44.464,46.466,46
44.465,46.466,46
44.466,46.466,46
44.467,46.466,46
44.468,46.466,46
44.469,46.466,46
44.47,46.466,46
44.471,46.466,46
44.472,46.466,46
44.473,46.466,46
44.474,46.465,46
44.475,46.465,46
44.476,46.465,46
44.477,46.465,46
44.478,46.465,46
44.479,46.465,46
44.48,46.465,46
44.481,46.465,46
44.482,46.465,46
44.483,46.465,46
44.484,46.465,46
44.485,46.465,46
44.486,46.465,46
44.487,46.465,46
44.488,46.465,46
44.489,46.465,46
44.49,46.465,46
44.491,46.465,46
44.492,46.465,46
44.493,46.465,46
44.494,46.464,46
44.495,46.464,46
44.496,46.464,46
44.497,46.464,46
44.498,46.464,46
44.499,46.464,46
44.5,46.464,46
44.501,46.464,46
44.502,46.464,46
44.503,46.464,46
44.504,46.464,46
44.505,46.464,46
44.506,46.464,46
44.507,46.464,46
44.508,46.464,46
44.509,46.464,46
44.51,46.464,46
44.511,46.464,46
44.512,46.464,46
44.513,46.464,46
44.514,46.464,46
44.515,46.463,46
44.516,46.463,46
44.517,46.463,46
44.518,46.463,46
44.519,46.463,46
44.52,46.463,46
44.521,46.463,46
44.522,46.463,46
44.523,46.463,46
44.524,46.463,46
44.525,46.463,46
44.526,46.463,46
44.527,46.463,46
44.528,46.463,46
44.529,46.463,46
44.53,46.463,46
44.531,46.463,46
44.532,46.463,46
44.533,46.463,46
44.534,46.463,46
44.535,46.462,46
44.536,46.462,46
44.537,46.462,46
44.538,46.462,46
44.539,46.462,46
44.54,46.462,46
44.541,46.462,46
44.542,46.462,46
44.543,46.462,46
44.544,46.462,46
44.545,46.462,46
44.546,46.462,46
44.547,46.462,46
44.548,46.462,46
44.549,46.462,46
44.55,46.462,46
44.551,46.462,46
44.552,46.462,46
44.553,46.462,46
44.554,46.462,46
44.555,46.462,46
44.556,46.461,46
44.557,46.461,46
44.558,46.461,46
44.559,46.461,46
44.56,46.461,46
44.561,46.461,46
44.562,46.461,46
44.563,46.461,46
44.564,46.461,46
44.565,46.461,46
44.566,46.461,46
44.567,46.461,46
44.568,46.461,46
44.569,46.461,46
44.57,46.461,46
44.571,46.461,46
44.572,46.461,46
44.573,46.461,46
44.574,46.461,46
44.575,46.461,46
44.576,46.461,46
44.577,46.46,46
44.578,46.46,46
44.579,46.46,46
44.58,46.46,46
44.581,46.46,46
44.582,46.46,46
44.583,46.46,46
44.584,46.46,46
44.585,46.46,46
44.586,46.46,46
44.587,46.46,46
44.588,46.46,46
44.589,46.46,46
44.59,46.46,46
44.591,46.46,46
44.592,46.46,46
44.593,46.46,46
44.594,46.46,46
44.595,46.46,46
44.596,46.46,46
44.597,46.459,46
44.598,46.459,46
44.599,46.459,46
44.6,46.459,46
44.601,46.459,46
44.602,46.459,46
44.603,46.459,46
44.604,46.459,46
44.605,46.459,46
44.606,46.459,46
44.607,46.459,46
44.608,46.459,46
44.609,46.459,46
44.61,46.459,46
44.611,46.459,46
44.612,46.459,46
44.613,46.459,46
44.614,46.459,46
44.615,46.459,46
44.616,46.459,46
44.617,46.459,46
44.618,46.458,46
44.619,46.458,46
44.62,46.458,46
44.621,46.458,46
44.622,46.458,46
44.623,46.458,46
44.624,46.458,46
44.625,46.458,46
44.626,46.458,46
44.627,46.458,46
44.628,46.458,46
44.629,46.458,46
44.63,46.458,46
44.631,46.458,46
44.632,46.458,46
44.633,46.458,46
44.634,46.458,46
44.635,46.458,46
44.636,46.458,46
44.637,46.458,46
44.638,46.457,46
44.639,46.457,46
44.64,46.457,46
44.641,46.457,46
44.642,46.457,46
44.643,46.457,46
44.644,46.457,46
44.645,46.457,46
44.646,46.457,46
44.647,46.457,46
44.648,46.457,46
44.649,46.457,46
44.65,46.457,46
44.651,46.457,46
44.652,46.457,46
44.653,46.457,46
44.654,46.457,46
44.655,46.457,46
44.656,46.457,46
44.657,46.457,46
44.658,46.457,46
44.659,46.456,46
44.66,46.456,46
44.661,46.456,46
44.662,46.456,46
44.663,46.456,46
44.664,46.456,46
44.665,46.456,46
44.666,46.456,46
44.667,46.456,46
44.668,46.456,46
44.669,46.456,46
44.67,46.456,46
44.671,46.456,46
44.672,46.456,46
44.673,46.456,46
44.674,46.456,46
44.675,46.456,46
44.676,46.456,46
44.677,46.456,46
44.678,46.456,46
44.679,46.456,46
44.68,46.455,46
44.681,46.455,46
44.682,46.455,46
44.683,46.455,46
44.684,46.455,46
44.685,46.455,46
44.686,46.455,46
44.687,46.455,46
44.688,46.455,46
44.689,46.455,46
44.69,46.455,46
44.691,46.455,46
44.692,46.455,46
44.693,46.455,46
44.694,46.455,46
44.695,46.455,46
44.696,46.455,46
44.697,46.455,46
44.698,46.455,46
44.699,46.455,46
44.7,46.454,46
44.701,46.454,46
44.702,46.454,46
44.703,46.454,46
44.704,46.454,46
44.705,46.454,46
44.706,46.454,46
44.707,46.454,46
44.708,46.454,46
44.709,46.454,46
44.71,46.454,46
44.711,46.454,46
44.712,46.454,46
44.713,46.454,46
44.714,46.454,46
44.715,46.454,46
44.716,46.454,46
44.717,46.454,46
44.718,46.454,46
44.719,46.454,46
44.72,46.454,46
44.721,46.453,46
44.722,46.453,46
44.723,46.453,46
44.724,46.453,46
44.725,46.453,46
44.726,46.453,46
44.727,46.453,46
44.728,46.453,46
44.729,46.453,46
44.73,46.453,46
44.731,46.453,46
44.732,46.453,46
44.733,46.453,46
44.734,46.453,46
44.735,46.453,46
44.736,46.453,46
44.737,46.453,46
44.738,46.453,46
44.739,46.453,46
44.74,46.453,46
44.741,46.452,46
44.742,46.452,46
44.743,46.452,46
44.744,46.452,46
44.745,46.452,46
44.746,46.452,46
44.747,46.452,46
44.748,46.452,46
44.749,46.452,46
44.75,46.452,46
44.751,46.452,46
44.752,46.452,46
44.753,46.452,46
44.754,46.452,46
44.755,46.452,46
44.756,46.452,46
44.757,46.452,46
44.758,46.452,46
44.759,46.452,46
44.76,46.452,46
44.761,46.452,46
44.762,46.451,46
44.763,46.451,46
44.764,46.451,46
44.765,46.451,46
44.766,46.451,46
44.767,46.451,46
44.768,46.451,46
44.769,46.451,46
44.77,46.451,46
44.771,46.451,46
44.772,46.451,46
44.773,46.451,46
44.774,46.451,46
44.775,46.451,46
44.776,46.451,46
44.777,46.451,46
44.778,46.451,46
44.779,46.451,46
44.78,46.451,46
44.781,46.451,46
44.782,46.451,46
44.783,46.45,46
44.784,46.45,46
44.785,46.45,46
44.786,46.45,46
44.787,46.45,46
44.788,46.45,46
44.789,46.45,46
44.79,46.45,46
44.791,46.45,46
44.792,46.45,46
44.793,46.45,46
44.794,46.45,46
44.795,46.45,46
44.796,46.45,46
44.797,46.45,46
44.798,46.45,46
44.799,46.45,46
44.8,46.45,46
44.801,46.45,46
44.802,46.45,46
44.803,46.449,46
44.804,46.449,46
44.805,46.449,46
44.806,46.449,46
44.807,46.449,46
44.808,46.449,46
44.809,46.449,46
44.81,46.449,46
44.811,46.449,46
44.812,46.449,46
44.813,46.449,46
44.814,46.449,46
44.815,46.449,46
44.816,46.449,46
44.817,46.449,46
44.818,46.449,46
44.819,46.449,46
44.82,46.449,46
44.821,46.449,46
44.822,46.449,46
44.823,46.449,46
44.824,46.448,46
44.825,46.448,46
44.826,46.448,46
44.827,46.448,46
44.828,46.448,46
44.829,46.448,46
44.83,46.448,46
44.831,46.448,46
44.832,46.448,46
44.833,46.448,46
44.834,46.448,46
44.835,46.448,46
44.836,46.448,46
44.837,46.448,46
44.838,46.448,46
44.839,46.448,46
44.84,46.448,46
44.841,46.448,46
44.842,46.448,46
44.843,46.448,46
44.844,46.447,46
44.845,46.447,46
44.846,46.447,46
44.847,46.447,46
44.848,46.447,46
44.849,46.447,46
44.85,46.447,46
44.851,46.447,46
44.852,46.447,46
44.853,46.447,46
44.854,46.447,46
44.855,46.447,46
44.856,46.447,46
44.857,46.447,46
44.858,46.447,46
44.859,46.447,46
44.86,46.447,46
44.861,46.447,46
44.862,46.447,46
44.863,46.447,46
44.864,46.447,46
44.865,46.446,46
44.866,46.446,46
44.867,46.446,46
44.868,46.446,46
44.869,46.446,46
44.87,46.446,46
44.871,46.446,46
44.872,46.446,46
44.873,46.446,46
44.874,46.446,46
44.875,46.446,46
44.876,46.446,46
44.877,46.446,46
44.878,46.446,46
44.879,46.446,46
44.88,46.446,46
44.881,46.446,46
44.882,46.446,46
44.883,46.446,46
44.884,46.446,46
44.885,46.446,46
44.886,46.445,46
44.887,46.445,46
44.888,46.445,46
44.889,46.445,46
44.89,46.445,46
44.891,46.445,46
44.892,46.445,46
44.893,46.445,46
44.894,46.445,46
44.895,46.445,46
44.896,46.445,46
44.897,46.445,46
44.898,46.445,46
44.899,46.445,46
44.9,46.445,46
44.901,46.445,46
44.902,46.445,46
44.903,46.445,46
44.904,46.445,46
44.905,46.445,46
44.906,46.444,46
44.907,46.444,46
44.908,46.444,46
44.909,46.444,46
44.91,46.444,46
44.911,46.444,46
44.912,46.444,46
44.913,46.444,46
44.914,46.444,46
44.915,46.444,46
44.916,46.444,46
44.917,46.444,46
44.918,46.444,46
44.919,46.444,46
44.92,46.444,46
44.921,46.444,46
44.922,46.444,46
44.923,46.444,46
44.924,46.444,46
44.925,46.444,46
44.926,46.444,46
44.927,46.443,46
44.928,46.443,46
44.929,46.443,46
44.93,46.443,46
44.931,46.443,46
44.932,46.443,46
44.933,46.443,46
44.934,46.443,46
44.935,46.443,46
44.936,46.443,46
44.937,46.443,46
44.938,46.443,46
44.939,46.443,46
44.94,46.443,46
44.941,46.443,46
44.942,46.443,46
44.943,46.443,46
44.944,46.443,46
44.945,46.443,46
44.946,46.443,46
44.947,46.442,46
44.948,46.442,46
44.949,46.442,46
44.95,46.442,46
44.951,46.442,46
44.952,46.442,46
44.953,46.442,46
44.954,46.442,46
44.955,46.442,46
44.956,46.442,46
44.957,46.442,46
44.958,46.442,46
44.959,46.442,46
44.96,46.442,46
44.961,46.442,46
44.962,46.442,46
44.963,46.442,46
44.964,46.442,46
44.965,46.442,46
44.966,46.442,46
44.967,46.442,46
44.968,46.441,46
44.969,46.441,46
44.97,46.441,46
44.971,46.441,46
44.972,46.441,46
44.973,46.441,46
44.974,46.441,46
44.975,46.441,46
44.976,46.441,46
44.977,46.441,46
44.978,46.441,46
44.979,46.441,46
44.98,46.441,46
44.981,46.441,46
44.982,46.441,46
44.983,46.441,46
44.984,46.441,46
44.985,46.441,46
44.986,46.441,46
44.987,46.441,46
44.988,46.441,46
44.989,46.44,46
44.99,46.44,46
44.991,46.44,46
44.992,46.44,46
44.993,46.44,46
44.994,46.44,46
44.995,46.44,46
44.996,46.44,46
44.997,46.44,46
44.998,46.44,46
44.999,46.44,46
45.0,46.44,46
45.001,46.44,46
45.002,46.44,46
45.003,46.44,46
45.004,46.44,46
45.005,46.44,46
45.006,46.44,46
45.007,46.44,46
45.008,46.44,46
45.009,46.439,46
45.01,46.439,46
45.011,46.439,46
45.012,46.439,46
45.013,46.439,46
45.014,46.439,46
45.015,46.439,46
45.016,46.439,46
45.017,46.439,46
45.018,46.439,46
45.019,46.439,46
45.02,46.439,46
45.021,46.439,46
45.022,46.439,46
45.023,46.439,46
45.024,46.439,46
45.025,46.439,46
45.026,46.439,46
45.027,46.439,46
45.028,46.439,46
45.029,46.439,46
45.03,46.438,46
45.031,46.438,46
45.032,46.438,46
45.033,46.438,46
45.034,46.438,46
45.035,46.438,46
45.036,46.438,46
45.037,46.438,46
45.038,46.438,46
45.039,46.438,46
45.04,46.438,46
45.041,46.438,46
45.042,46.438,46
45.043,46.438,46
45.044,46.438,46
45.045,46.438,46
45.046,46.438,46
45.047,46.438,46
45.048,46.438,46
45.049,46.438,46
45.05,46.438,46
45.051,46.437,46
45.052,46.437,46
45.053,46.437,46
45.054,46.437,46
45.055,46.437,46
45.056,46.437,46
45.057,46.437,46
45.058,46.437,46
45.059,46.437,46
45.06,46.437,46
45.061,46.437,46
45.062,46.437,46
45.063,46.437,46
45.064,46.437,46
45.065,46.437,46
45.066,46.437,46
45.067,46.437,46
45.068,46.437,46
45.069,46.437,46
45.07,46.437,46
45.071,46.436,46
45.072,46.436,46
45.073,46.436,46
45.074,46.436,46
45.075,46.436,46
45.076,46.436,46
45.077,46.436,46
45.078,46.436,46
45.079,46.436,46
45.08,46.436,46
45.081,46.436,46
45.082,46.436,46
45.083,46.436,46
45.084,46.436,46
45.085,46.436,46
45.086,46.436,46
45.087,46.436,46
45.088,46.436,46
45.089,46.436,46
45.09,46.436,46
45.091,46.436,46
45.092,46.435,46
45.093,46.435,46
45.094,46.435,46
45.095,46.435,46
45.096,46.435,46
45.097,46.435,46
45.098,46.435,46
45.099,46.435,46
45.1,46.435,46
45.101,46.435,46
45.102,46.435,46
45.103,46.435,46
45.104,46.435,46
45.105,46.435,46
45.106,46.435,46
45.107,46.435,46
45.108,46.435,46
45.109,46.435,46
45.11,46.435,46
45.111,46.435,46
45.112,46.435,46
45.113,46.434,46
45.114,46.434,46
45.115,46.434,46
45.116,46.434,46
45.117,46.434,46
45.118,46.434,46
45.119,46.434,46
